Date,Pptn_total,PET_total,Q_ds
1999-01-23,0,2.7197616,0.118775738910034
1999-01-24,0,2.7166343,0.126806838693986
1999-01-25,0,2.2999325,0.117592208415556
1999-01-26,0,2.7807739,0.122579944070853
1999-01-27,0,2.8048089,0.104404297191382
1999-01-28,0,2.8898895,0.097556727901907
1999-01-29,0,2.8689582,0.111843631728096
1999-01-30,0,2.8987536,0.112773548545185
1999-01-31,0,2.9699028,0.156395101055916
1999-02-01,0,2.9572945,0.134415249015625
1999-02-02,0,2.9180558,0.118944814694959
1999-02-03,0,2.995581,0.086735877666687
1999-02-04,0,2.963532,0.092822605923998
1999-02-05,0,3.0484524,0.096035045837579
1999-02-06,0,2.9852104,0.094682439558176
1999-02-07,0,3.068858,0.092991681708923
1999-02-08,0,2.8158004,0.085552347172209
1999-02-09,0.662606350083992,2.7797682,0.08301621039833
1999-02-10,0.05876436193634,2.4655402,0.217515997306418
1999-02-11,0,2.7281878,0.262743769773939
1999-02-12,0,2.8790967,0.218784065693357
1999-02-13,0,3.1632943,0.177360498386655
1999-02-14,0,3.1923096,0.143714417186518
1999-02-15,0,3.1655185,0.150561986475993
1999-02-16,0,3.019054,0.142277273014652
1999-02-17,0,3.1595042,0.135598779510102
1999-02-18,0,3.21121,0.129681127037717
1999-02-19,0,3.2766929,0.126045997661822
1999-02-20,0,3.1593196,0.1208891862216
1999-02-21,0,3.252763,0.092991681708923
1999-02-22,0,3.3262155,0.100092864675786
1999-02-23,0,3.3600452,0.093667984848624
1999-02-24,0,3.3884676,0.096457735299892
1999-02-25,0,3.4315834,0.089441090225492
1999-02-26,0,3.4358044,0.078620239990271
1999-02-27,0,3.4747663,0.107870350782351
1999-02-28,0,3.4344392,0.08876478708579
1999-03-01,0,3.455179,0.090117393365193
1999-03-02,0,3.336489,0.098571182611459
1999-03-03,0,3.4726965,0.100177402568249
1999-03-04,0,3.476094,0.122326330393465
1999-03-05,0,3.5557003,0.122579944070853
1999-03-06,0,3.5752354,0.095696894267728
1999-03-07,0,3.628402,0.092991681708923
1999-03-08,0,3.626799,0.090540082827506
1999-03-09,0,3.6365602,0.08876478708579
1999-03-10,0,3.668595,0.077859398958108
1999-03-11,0,3.6975496,0.072448973840497
1999-03-12,0,3.6058514,0.075915027431466
1999-03-13,0,3.6816463,0.071180905453558
1999-03-14,0,3.5393844,0.067630313970126
1999-03-15,0,3.680855,0.073040739087736
1999-03-16,0,3.7909508,0.078789315775197
1999-03-17,0,3.6851413,0.079381081022435
1999-03-18,0,3.3727517,0.071857208593259
1999-03-19,0,3.4224164,0.084199740892807
1999-03-20,0,3.3989263,0.080649149409375
1999-03-21,1.20704982935465,3.5296533,0.076084103216392
1999-03-22,0,3.4570925,0.084876044032508
1999-03-23,0,3.6291492,0.089525628117954
1999-03-24,0,3.702179,0.102544463557203
1999-03-25,0,3.3099296,0.094344287988326
1999-03-26,0,3.865108,0.089863779687805
1999-03-27,0,3.9121873,0.096795886869743
1999-03-28,0,3.9203494,0.092991681708923
1999-03-29,0,3.9490032,0.076084103216392
1999-03-30,0,3.9546893,0.076929482141018
1999-03-31,0,3.9692132,0.077436709495794
1999-04-01,0,4.0042033,0.076844944248556
1999-04-02,0,3.9917295,0.071857208593259
1999-04-03,0,3.9521887,0.074731496936989
1999-04-04,0,3.9586825,0.071857208593259
1999-04-05,0,3.914179,0.091216385967207
1999-04-06,0,4.0158396,0.102798077234591
1999-04-07,0.063821636955383,4.0208497,0.10178362252504
1999-04-08,0,4.060084,0.106855896072799
1999-04-09,0.031183780461135,4.0781093,0.110998252803469
1999-04-10,0,4.162456,0.107363123427575
1999-04-11,0,3.9422665,0.105672365578322
1999-04-12,0,3.9135993,0.104235221406457
1999-04-13,0,4.073964,0.114802457964289
1999-04-14,0,4.0647464,0.114126154824588
1999-04-15,0,4.0465226,0.103897069836606
1999-04-16,0,3.8954663,0.102037236202427
1999-04-17,0,4.1017804,0.113280775899961
1999-04-18,0.0635002012562,3.985759,0.109899260201455
1999-04-19,0,3.8810558,0.133316256413611
1999-04-20,0,3.8466437,0.130949195424656
1999-04-21,0,3.8165805,0.102037236202427
1999-04-22,0,3.9402022,0.08749671869885
1999-04-23,0,3.8928888,0.082508983043554
1999-04-24,0,3.9064803,0.071688132808334
1999-04-25,0.374503312544471,3.7982843,0.067630313970126
1999-04-26,0,3.9983552,0.059261062616323
1999-04-27,0,4.086587,0.05917652472386
1999-04-28,0,4.2195497,0.069321071819379
1999-04-29,0.09575180239373,4.1840405,0.067038548722887
1999-04-30,0.540455509617042,4.20798,0.067630313970126
1999-05-01,0,4.2799067,0.06298072988468
1999-05-02,15.0035935618818,4.211221,0.067630313970126
1999-05-03,0,4.262639,0.140332901488011
1999-05-04,0,4.0538125,0.1609601472489
1999-05-05,0.194156923212682,3.5841289,0.108039426567276
1999-05-06,0.61897318491768,4.183576,0.07506964850684
1999-05-07,0,4.2152853,0.070420064421394
1999-05-08,2.40966473321977,4.275131,0.079465618914898
1999-05-09,1.06034340755957,4.3060827,0.063403419346993
1999-05-10,0.95407097642436,3.8903883,0.148194925487039
1999-05-11,2.09602638437573,4.2451158,0.21092204169433
1999-05-12,0.006044227280757,4.148974,0.244145433432155
1999-05-13,3.87890951153164,4.2040696,0.178882180450983
1999-05-14,10.6875364983937,4.1405654,0.117254056845706
1999-05-15,0.769092499178852,4.0252557,0.080564611516913
1999-05-16,0.044404176942621,4.2280912,0.076084103216392
1999-05-17,0,4.2704268,0.063741570916844
1999-05-18,5.08437672375095,4.3266387,0.067545776077663
1999-05-19,1.5654802654708,4.2213144,0.093329833278774
1999-05-20,0.008266730302023,4.1288805,0.085721422957135
1999-05-21,1.88153939151268,4.22797,0.074816034829452
1999-05-22,0,4.0900536,0.058331145799234
1999-05-23,0,4.0146456,0.050722735477594
1999-05-24,16.3979116381277,3.4266133,0.067799389755051
1999-05-25,13.8502070517352,2.4288654,0.118183973662795
1999-05-26,10.1512288513181,2.1739035,0.16129829881875
1999-05-27,0.000101842361588,2.8073497,0.173725369010761
1999-05-28,0.858871349803895,3.793678,0.130272892284955
1999-05-29,0,4.1153674,0.129258437575403
1999-05-30,0,4.3447886,0.101445470955189
1999-05-31,0,4.303083,0.078282088420421
1999-06-01,0.718990185748819,4.246164,0.070081912851543
1999-06-02,2.15014965294597,4.079822,0.068137541324902
1999-06-03,0,3.9624288,0.053681561713787
1999-06-04,2.48418718579787,4.021104,0.052413493326848
1999-06-05,0.070046245533427,4.3204083,0.050976349154982
1999-06-06,0.033460001455117,4.2844224,0.050722735477594
1999-06-07,1.58651908307553,3.9965901,0.046664916639387
1999-06-08,0,3.906556,0.039310119995136
1999-06-09,2.22476503706142,3.9137938,0.033477005415212
1999-06-10,0.134204833296562,2.805308,0.032800702275511
1999-06-11,2.52550173802732,2.3073173,0.03246255070566
1999-06-12,2.33654464602702,3.3201044,0.034406922232302
1999-06-13,1.19513622931248,3.0029445,0.02958826236193
1999-06-14,8.6311338738321,3.251109,0.036351293758943
1999-06-15,12.4318065470098,1.6726639,0.070673678098782
1999-06-16,4.87829675846094,0.8915286,0.063995184594232
1999-06-17,6.61886027837931,0.8534563,0.054780554315802
1999-06-18,18.3559943458649,2.232222,0.053343410143937
1999-06-19,1.43696053430627,3.0303442,0.057992994229383
