Date,Pptn_us,PET_us,ET_us,Pptn_us_ds,PET_us_ds,ET_us_ds,Pptn_total,PET_total,ET_total,Q_us,Q_ds,ET_us_sim,SM_us_sim,GW_us_sim,Q_us_sim,ET_us_ds_sim,SM_us_ds_sim,GW_us_ds_sim,Q_ds_sim
2005-02-06,0,2.6967795,0.6931462,0,2.7578886,0.88554966,0,2.7578886,0.88554966,0.070067332737906,0.038971968425285,1.28885379724834,44.5282306992139,57.0916561476747,0.41348126354452,1.07490415875596,37.1365475764721,46.4676328157045,0.353647612712042
2005-02-07,0,3.0517664,0.76288205,0,3.0635781,0.91026556,0,3.0635781,0.91026556,0.025479030086511,0.024685064599096,1.25259779953618,43.2756328996778,56.6827399651171,0.410518978528581,1.04466665408022,36.0918809223919,46.134810678362,0.349409608776497
2005-02-08,0,2.9610667,0.7164284,0,2.9792082,0.83794034,0,2.9792082,0.83794034,0.014699440434526,0.019359177373949,1.21736169824122,42.0582712014365,56.2767526246291,0.407578627793647,1.0152797430891,35.0766011793028,45.8043723632286,0.346424519089693
2005-02-09,0,3.035758,0.711657,0,3.0347211,0.8218511,0,3.0347211,0.8218511,0.012249533695438,0.011581691267384,1.18311680324962,40.8751543981869,55.8736731485235,0.40465936478834,0.986719498225619,34.0898816810772,45.4763007962946,0.343806765176593
2005-02-10,0,3.0991619,0.7025685,0,3.107855,0.8116544,0,3.107855,0.8116544,0.009799626956351,0.011497153374921,1.14983523151246,39.7253191666744,55.4734807093645,0.401761011924156,0.958962665024998,33.1309190160522,45.1505790258425,0.341305644420662
2005-02-11,0,3.1435912,0.6892047,0,3.1319275,0.7887243,0,3.1319275,0.7887243,0.009799626956351,0.00955278184828,1.11748988434269,38.6078292823318,55.0761546288916,0.398883418410926,0.931986643180302,32.1989323728719,44.8271902215703,0.338850132226714
2005-02-12,0,3.1691928,0.6722285,0,3.1650376,0.76901037,0,3.1650376,0.76901037,0.048018172086118,0.008707402923654,1.08605442535068,37.5217748569811,54.6816743769517,0.39602643552145,0.905769468140707,31.2931629047312,44.5061176737224,0.336420043131851
2005-02-13,0,3.094668,0.6357436,0,3.112616,0.73049,0,3.112616,0.73049,0.062717612520644,0.011243539697533,1.0555032590005,36.4662715979806,54.2900195704376,0.393189915631632,0.880289793227413,30.4128731115037,44.1873447922259,0.33400957637003
2005-02-14,0,3.1120749,0.61815655,0,3.1225295,0.70702076,0,3.1225295,0.70702076,0.074967146216082,0.01749934373977,1.02581150976937,35.4404600882112,53.9011699722354,0.390373712176185,0.855526872252647,29.5573462392511,43.8708551058335,0.331617001699157
2005-02-15,0,3.1533318,0.6061627,0,3.158789,0.6907538,0,3.158789,0.6907538,0.012249533695438,0.021388086793052,0.996955001893372,34.4435050863178,53.5151054901782,0.387577679639644,0.831460542627592,28.7258856966235,43.5566322612726,0.329241741192896
